Channel	X	Y
9/18/2019  16:31:50.	2.871687E-2	2.063098E+0
9/18/2019  16:31:50.	3.177680E-2	2.120915E+0
9/18/2019  16:31:50.	3.177680E-2	2.180021E+0
9/18/2019  16:31:50.	3.370940E-2	2.242025E+0
9/18/2019  16:31:50.	3.483674E-2	2.303385E+0
9/18/2019  16:31:50.	3.676934E-2	2.363941E+0
9/18/2019  16:31:50.	3.918508E-2	2.426106E+0
9/18/2019  16:31:50.	4.208397E-2	2.482957E+0
9/18/2019  16:31:50.	4.192292E-2	2.537714E+0
9/18/2019  16:31:50.	4.433866E-2	2.596659E+0
9/18/2019  16:31:50.	4.562706E-2	2.653188E+0
9/18/2019  16:31:50.	4.578811E-2	2.709073E+0
9/18/2019  16:31:50.	4.981434E-2	2.769628E+0
9/18/2019  16:31:50.	5.013644E-2	2.822775E+0
9/18/2019  16:31:50.	5.319638E-2	2.873023E+0
9/18/2019  16:31:50.	5.351848E-2	2.930196E+0
9/18/2019  16:31:50.	5.625632E-2	2.985115E+0
9/18/2019  16:31:50.	5.673947E-2	3.040516E+0
9/18/2019  16:31:50.	5.706157E-2	3.089798E+0
9/18/2019  16:31:50.	6.221515E-2	3.143589E+0
9/18/2019  16:31:50.	6.173200E-2	3.194321E+0
9/18/2019  16:31:50.	6.511404E-2	3.242153E+0
9/18/2019  16:31:50.	6.446984E-2	3.294012E+0
9/18/2019  16:31:50.	6.994552E-2	3.343455E+0
9/18/2019  16:31:50.	6.752978E-2	3.393220E+0
9/18/2019  16:31:50.	6.736873E-2	3.437831E+0
9/18/2019  16:31:50.	7.268336E-2	3.485019E+0
9/18/2019  16:31:50.	7.461596E-2	3.531563E+0
9/18/2019  16:31:50.	7.171707E-2	3.575531E+0
9/18/2019  16:31:50.	7.461596E-2	3.621914E+0
9/18/2019  16:31:50.	7.558225E-2	3.666364E+0
9/18/2019  16:31:50.	7.815904E-2	3.708721E+0
9/18/2019  16:31:50.	7.783695E-2	3.753010E+0
9/18/2019  16:31:50.	8.170213E-2	3.793757E+0
9/18/2019  16:31:50.	8.379577E-2	3.835147E+0
9/18/2019  16:31:50.	8.138003E-2	3.874766E+0
9/18/2019  16:31:50.	8.186318E-2	3.913902E+0
9/18/2019  16:31:50.	8.331263E-2	3.953843E+0
9/18/2019  16:31:50.	9.217035E-2	3.989275E+0
9/18/2019  16:31:50.	8.911041E-2	4.026317E+0
9/18/2019  16:31:50.	8.798306E-2	4.064003E+0
9/18/2019  16:31:50.	8.830516E-2	4.099435E+0
9/18/2019  16:31:50.	8.911041E-2	4.133900E+0
9/18/2019  16:31:50.	9.039880E-2	4.167561E+0
9/18/2019  16:31:50.	8.894936E-2	4.199610E+0
9/18/2019  16:31:50.	9.313664E-2	4.230049E+0
9/18/2019  16:31:50.	9.265349E-2	4.260649E+0
9/18/2019  16:31:50.	9.603553E-2	4.292860E+0
9/18/2019  16:31:50.	9.378084E-2	4.321044E+0
9/18/2019  16:31:50.	9.361979E-2	4.349229E+0
9/18/2019  16:31:50.	9.635763E-2	4.375319E+0
9/18/2019  16:31:50.	9.410294E-2	4.403504E+0
9/18/2019  16:31:50.	9.812918E-2	4.427984E+0
9/18/2019  16:31:50.	9.877337E-2	4.453431E+0
9/18/2019  16:31:50.	9.555238E-2	4.475656E+0
9/18/2019  16:31:50.	9.909547E-2	4.497237E+0
9/18/2019  16:31:50.	9.845127E-2	4.519785E+0
9/18/2019  16:31:50.	1.008670E-1	4.540239E+0
9/18/2019  16:31:50.	1.000618E-1	4.560531E+0
9/18/2019  16:31:50.	9.973967E-2	4.579858E+0
9/18/2019  16:31:50.	1.018333E-1	4.596930E+0
9/18/2019  16:31:50.	1.000618E-1	4.614001E+0
9/18/2019  16:31:50.	9.796813E-2	4.631878E+0
9/18/2019  16:31:50.	1.003839E-1	4.645407E+0
9/18/2019  16:31:50.	9.990072E-2	4.659741E+0
9/18/2019  16:31:50.	1.015112E-1	4.672625E+0
9/18/2019  16:31:50.	1.018333E-1	4.685187E+0
9/18/2019  16:31:50.	1.008670E-1	4.695656E+0
9/18/2019  16:31:50.	9.990072E-2	4.706285E+0
9/18/2019  16:31:50.	1.027996E-1	4.714821E+0
9/18/2019  16:31:50.	1.024775E-1	4.724323E+0
9/18/2019  16:31:50.	9.829022E-2	4.729960E+0
9/18/2019  16:31:50.	1.003839E-1	4.737852E+0
9/18/2019  16:31:50.	1.007060E-1	4.742523E+0
9/18/2019  16:31:50.	1.005449E-1	4.746871E+0
9/18/2019  16:31:50.	9.667973E-2	4.750414E+0
9/18/2019  16:31:50.	9.877337E-2	4.752669E+0
9/18/2019  16:31:50.	1.015112E-1	4.752347E+0
9/18/2019  16:31:50.	9.716288E-2	4.754279E+0
9/18/2019  16:31:50.	9.990072E-2	4.755246E+0
9/18/2019  16:31:50.	1.000618E-1	4.752347E+0
9/18/2019  16:31:50.	9.877337E-2	4.750253E+0
9/18/2019  16:31:50.	1.036049E-1	4.746066E+0
9/18/2019  16:31:50.	1.007060E-1	4.742684E+0
9/18/2019  16:31:50.	1.024775E-1	4.735919E+0
9/18/2019  16:31:50.	1.015112E-1	4.731088E+0
9/18/2019  16:31:50.	1.018333E-1	4.722230E+0
9/18/2019  16:31:50.	1.010281E-1	4.715626E+0
9/18/2019  16:31:50.	1.026386E-1	4.705158E+0
9/18/2019  16:31:50.	1.016723E-1	4.695173E+0
9/18/2019  16:31:50.	9.732393E-2	4.683577E+0
9/18/2019  16:31:50.	1.003839E-1	4.671659E+0
9/18/2019  16:31:50.	9.973967E-2	4.659419E+0
9/18/2019  16:31:50.	9.877337E-2	4.644602E+0
9/18/2019  16:31:50.	9.877337E-2	4.629462E+0
9/18/2019  16:31:50.	9.732393E-2	4.614001E+0
9/18/2019  16:31:50.	9.973967E-2	4.595319E+0
9/18/2019  16:31:50.	9.780708E-2	4.579375E+0
9/18/2019  16:31:50.	9.957862E-2	4.558760E+0
9/18/2019  16:31:50.	9.748498E-2	4.540722E+0
9/18/2019  16:31:50.	9.651868E-2	4.519140E+0
9/18/2019  16:31:50.	9.732393E-2	4.497559E+0
9/18/2019  16:31:50.	9.474714E-2	4.473723E+0
9/18/2019  16:31:50.	9.684078E-2	4.451820E+0
9/18/2019  16:31:50.	9.812918E-2	4.427179E+0
9/18/2019  16:31:50.	9.023775E-2	4.401893E+0
9/18/2019  16:31:50.	9.780708E-2	4.374514E+0
9/18/2019  16:31:50.	9.361979E-2	4.347457E+0
9/18/2019  16:31:50.	9.378084E-2	4.317984E+0
9/18/2019  16:31:50.	9.168720E-2	4.290444E+0
9/18/2019  16:31:50.	8.701676E-2	4.260810E+0
9/18/2019  16:31:50.	8.685571E-2	4.229727E+0
9/18/2019  16:31:50.	9.120405E-2	4.199610E+0
9/18/2019  16:31:50.	9.313664E-2	4.164501E+0
9/18/2019  16:31:50.	8.766096E-2	4.131001E+0
9/18/2019  16:31:50.	8.492312E-2	4.096697E+0
9/18/2019  16:31:50.	8.605047E-2	4.062876E+0
9/18/2019  16:31:50.	8.411787E-2	4.027444E+0
9/18/2019  16:31:50.	8.605047E-2	3.989275E+0
9/18/2019  16:31:50.	8.025269E-2	3.951105E+0
9/18/2019  16:31:50.	8.121898E-2	3.912453E+0
9/18/2019  16:31:50.	8.282948E-2	3.876699E+0
9/18/2019  16:31:50.	7.976954E-2	3.833215E+0
9/18/2019  16:31:50.	7.703170E-2	3.794401E+0
9/18/2019  16:31:50.	7.928639E-2	3.752849E+0
9/18/2019  16:31:50.	7.767590E-2	3.710493E+0
9/18/2019  16:31:50.	7.429386E-2	3.667008E+0
9/18/2019  16:31:50.	7.397176E-2	3.625779E+0
9/18/2019  16:31:50.	7.300546E-2	3.578430E+0
9/18/2019  16:31:50.	7.123392E-2	3.534301E+0
9/18/2019  16:31:50.	7.187812E-2	3.486791E+0
9/18/2019  16:31:50.	6.946237E-2	3.439764E+0
9/18/2019  16:31:50.	6.446984E-2	3.390482E+0
9/18/2019  16:31:50.	6.704663E-2	3.343293E+0
9/18/2019  16:31:50.	6.350354E-2	3.295139E+0
9/18/2019  16:31:50.	6.334250E-2	3.246018E+0
9/18/2019  16:31:50.	6.124885E-2	3.193837E+0
9/18/2019  16:31:50.	5.867206E-2	3.140690E+0
9/18/2019  16:31:50.	5.834996E-2	3.090442E+0
9/18/2019  16:31:50.	5.706157E-2	3.040677E+0
9/18/2019  16:31:50.	5.512897E-2	2.988497E+0
9/18/2019  16:31:50.	5.206903E-2	2.933417E+0
9/18/2019  16:31:50.	5.400163E-2	2.879143E+0
9/18/2019  16:31:50.	5.094169E-2	2.821164E+0
9/18/2019  16:31:50.	4.884805E-2	2.766729E+0
9/18/2019  16:31:50.	4.788175E-2	2.714548E+0
9/18/2019  16:31:50.	4.723755E-2	2.655604E+0
9/18/2019  16:31:50.	4.755965E-2	2.597464E+0
9/18/2019  16:31:50.	4.192292E-2	2.540452E+0
9/18/2019  16:31:50.	4.015138E-2	2.480863E+0
9/18/2019  16:31:50.	3.837983E-2	2.422563E+0
9/18/2019  16:31:50.	3.451465E-2	2.365068E+0
9/18/2019  16:31:50.	3.660829E-2	2.303708E+0
9/18/2019  16:31:50.	3.419255E-2	2.242991E+0
9/18/2019  16:31:50.	3.467569E-2	2.185818E+0
9/18/2019  16:31:50.	2.517378E-2	2.121720E+0
9/18/2019  16:31:50.	2.968316E-2	2.058911E+0
9/18/2019  16:31:50.	2.710637E-2	1.999322E+0
9/18/2019  16:31:50.	2.485168E-2	1.938767E+0
9/18/2019  16:31:50.	2.130859E-2	1.873703E+0
9/18/2019  16:31:50.	2.726742E-2	1.811537E+0
9/18/2019  16:31:50.	2.034229E-2	1.749694E+0
9/18/2019  16:31:50.	2.259699E-2	1.682536E+0
9/18/2019  16:31:50.	2.002020E-2	1.623753E+0
9/18/2019  16:31:50.	1.905390E-2	1.557883E+0
9/18/2019  16:31:50.	1.696026E-2	1.495235E+0
9/18/2019  16:31:50.	1.309507E-2	1.423890E+0
9/18/2019  16:31:50.	1.164563E-2	1.357537E+0
9/18/2019  16:31:50.	1.196772E-2	1.296016E+0
9/18/2019  16:31:50.	9.068834E-3	1.229664E+0
9/18/2019  16:31:50.	-6.230863E-3	1.167176E+0
9/18/2019  16:31:50.	9.874081E-3	1.097120E+0
9/18/2019  16:31:50.	6.492043E-3	1.027385E+0
9/18/2019  16:31:50.	3.593153E-3	9.644147E-1
9/18/2019  16:31:50.	3.271054E-3	8.929086E-1
9/18/2019  16:31:50.	2.111149E-4	8.294551E-1
9/18/2019  16:31:50.	-2.043577E-3	7.624584E-1
9/18/2019  16:31:50.	-4.620368E-3	6.961060E-1
9/18/2019  16:31:50.	-3.654072E-3	6.283041E-1
9/18/2019  16:31:50.	-6.391912E-3	5.543824E-1
9/18/2019  16:31:50.	-8.485555E-3	4.898015E-1
9/18/2019  16:31:50.	-1.009605E-2	4.255428E-1
9/18/2019  16:31:50.	-1.186759E-2	3.569357E-1
9/18/2019  16:31:50.	-1.170654E-2	2.865570E-1
9/18/2019  16:31:50.	-1.541068E-2	2.160174E-1
9/18/2019  16:31:50.	-1.428333E-2	1.515976E-1
9/18/2019  16:31:50.	-1.653803E-2	8.202423E-2
9/18/2019  16:31:50.	-1.911482E-2	1.631606E-2
9/18/2019  16:31:50.	-2.330210E-2	-5.631724E-2
9/18/2019  16:31:50.	-1.911482E-2	-1.228307E-1
9/18/2019  16:31:50.	-2.491260E-2	-1.890220E-1
9/18/2019  16:31:50.	-2.716729E-2	-2.629437E-1
9/18/2019  16:31:50.	-2.571784E-2	-3.280076E-1
9/18/2019  16:31:50.	-3.022723E-2	-3.919443E-1
9/18/2019  16:31:50.	-3.119353E-2	-4.595850E-1
9/18/2019  16:31:50.	-3.215982E-2	-5.277089E-1
9/18/2019  16:31:50.	-3.264297E-2	-5.995370E-1
9/18/2019  16:31:50.	-3.441451E-2	-6.683051E-1
9/18/2019  16:31:50.	-3.683026E-2	-7.378785E-1
9/18/2019  16:31:50.	-3.666921E-2	-8.027814E-1
9/18/2019  16:31:50.	-3.908495E-2	-8.667181E-1
9/18/2019  16:31:50.	-3.860180E-2	-9.387072E-1
9/18/2019  16:31:50.	-4.278908E-2	-1.003288E+0
9/18/2019  16:31:50.	-4.407748E-2	-1.068030E+0
9/18/2019  16:31:50.	-4.150069E-2	-1.138570E+0
9/18/2019  16:31:50.	-4.246699E-2	-1.200896E+0
9/18/2019  16:31:50.	-4.214489E-2	-1.265477E+0
9/18/2019  16:31:50.	-3.956810E-2	-1.332957E+0
9/18/2019  16:31:50.	-3.844075E-2	-1.398826E+0
9/18/2019  16:31:50.	-4.085649E-2	-1.466950E+0
9/18/2019  16:31:50.	-4.343328E-2	-1.528632E+0
9/18/2019  16:31:50.	-4.488273E-2	-1.596273E+0
9/18/2019  16:31:50.	-4.794267E-2	-1.656345E+0
9/18/2019  16:31:50.	-5.003631E-2	-1.718349E+0
9/18/2019  16:31:50.	-4.842581E-2	-1.786473E+0
9/18/2019  16:31:50.	-5.374045E-2	-1.848960E+0
9/18/2019  16:31:50.	-5.164680E-2	-1.911448E+0
9/18/2019  16:31:50.	-5.148575E-2	-1.973291E+0
9/18/2019  16:31:50.	-5.615619E-2	-2.035778E+0
9/18/2019  16:31:50.	-5.776668E-2	-2.098910E+0
9/18/2019  16:31:50.	-6.034347E-2	-2.153828E+0
9/18/2019  16:31:50.	-6.034347E-2	-2.217765E+0
9/18/2019  16:31:50.	-6.243712E-2	-2.275582E+0
9/18/2019  16:31:50.	-6.517496E-2	-2.336781E+0
9/18/2019  16:31:50.	-6.501391E-2	-2.393793E+0
9/18/2019  16:31:50.	-6.742965E-2	-2.450322E+0
9/18/2019  16:31:50.	-6.678545E-2	-2.518929E+0
9/18/2019  16:31:50.	-7.113378E-2	-2.573203E+0
9/18/2019  16:31:50.	-7.032854E-2	-2.631826E+0
9/18/2019  16:31:50.	-7.451582E-2	-2.679980E+0
9/18/2019  16:31:50.	-7.499897E-2	-2.737958E+0
9/18/2019  16:31:50.	-7.467687E-2	-2.795614E+0
9/18/2019  16:31:50.	-7.902521E-2	-2.852626E+0
9/18/2019  16:31:50.	-7.999150E-2	-2.901747E+0
9/18/2019  16:31:50.	-8.111885E-2	-2.955860E+0
9/18/2019  16:31:50.	-8.127990E-2	-3.010617E+0
9/18/2019  16:31:50.	-8.385669E-2	-3.062798E+0
9/18/2019  16:31:50.	-8.401774E-2	-3.112885E+0
9/18/2019  16:31:50.	-8.482299E-2	-3.164099E+0
9/18/2019  16:31:50.	-8.949342E-2	-3.214830E+0
9/18/2019  16:31:50.	-8.901027E-2	-3.264112E+0
9/18/2019  16:31:50.	-9.062077E-2	-3.315165E+0
9/18/2019  16:31:50.	-9.239231E-2	-3.359777E+0
9/18/2019  16:31:50.	-9.207021E-2	-3.410669E+0
9/18/2019  16:31:50.	-9.335861E-2	-3.453347E+0
9/18/2019  16:31:50.	-9.416385E-2	-3.506172E+0
9/18/2019  16:31:50.	-9.706274E-2	-3.542409E+0
9/18/2019  16:31:50.	-9.754589E-2	-3.594912E+0
9/18/2019  16:31:50.	-9.867324E-2	-3.636946E+0
9/18/2019  16:31:50.	-1.015721E-1	-3.680269E+0
9/18/2019  16:31:50.	-9.915639E-2	-3.724237E+0
9/18/2019  16:31:50.	-1.044710E-1	-3.760634E+0
9/18/2019  16:31:50.	-1.070478E-1	-3.801703E+0
9/18/2019  16:31:50.	-1.047931E-1	-3.839067E+0
9/18/2019  16:31:50.	-1.047931E-1	-3.881423E+0
9/18/2019  16:31:50.	-1.051152E-1	-3.917982E+0
9/18/2019  16:31:50.	-1.081752E-1	-3.952931E+0
9/18/2019  16:31:50.	-1.094635E-1	-3.987074E+0
9/18/2019  16:31:50.	-1.107519E-1	-4.026048E+0
9/18/2019  16:31:50.	-1.107519E-1	-4.058903E+0
9/18/2019  16:31:50.	-1.104298E-1	-4.095140E+0
9/18/2019  16:31:50.	-1.133287E-1	-4.129927E+0
9/18/2019  16:31:50.	-1.123624E-1	-4.159078E+0
9/18/2019  16:31:50.	-1.146171E-1	-4.195476E+0
9/18/2019  16:31:50.	-1.115572E-1	-4.221244E+0
9/18/2019  16:31:50.	-1.144561E-1	-4.258125E+0
9/18/2019  16:31:50.	-1.133287E-1	-4.285343E+0
9/18/2019  16:31:50.	-1.160666E-1	-4.312400E+0
9/18/2019  16:31:50.	-1.189655E-1	-4.340262E+0
9/18/2019  16:31:50.	-1.171939E-1	-4.367641E+0
9/18/2019  16:31:50.	-1.197707E-1	-4.384391E+0
9/18/2019  16:31:50.	-1.168718E-1	-4.412253E+0
9/18/2019  16:31:50.	-1.184823E-1	-4.440276E+0
9/18/2019  16:31:50.	-1.199318E-1	-4.457992E+0
9/18/2019  16:31:50.	-1.197707E-1	-4.476513E+0
9/18/2019  16:31:50.	-1.208981E-1	-4.504214E+0
9/18/2019  16:31:50.	-1.218644E-1	-4.523057E+0
9/18/2019  16:31:50.	-1.199318E-1	-4.540290E+0
9/18/2019  16:31:50.	-1.218644E-1	-4.558650E+0
9/18/2019  16:31:50.	-1.165497E-1	-4.568152E+0
9/18/2019  16:31:50.	-1.197707E-1	-4.586673E+0
9/18/2019  16:31:50.	-1.207370E-1	-4.605194E+0
9/18/2019  16:31:50.	-1.215423E-1	-4.614536E+0
9/18/2019  16:31:50.	-1.228307E-1	-4.634023E+0
9/18/2019  16:31:50.	-1.212202E-1	-4.641431E+0
9/18/2019  16:31:50.	-1.237969E-1	-4.652061E+0
9/18/2019  16:31:50.	-1.220254E-1	-4.661885E+0
9/18/2019  16:31:50.	-1.234749E-1	-4.669938E+0
9/18/2019  16:31:50.	-1.218644E-1	-4.678474E+0
9/18/2019  16:31:50.	-1.225086E-1	-4.689586E+0
9/18/2019  16:31:50.	-1.234749E-1	-4.689425E+0
9/18/2019  16:31:50.	-1.218644E-1	-4.699894E+0
9/18/2019  16:31:50.	-1.213812E-1	-4.699089E+0
9/18/2019  16:31:50.	-1.231528E-1	-4.709557E+0
9/18/2019  16:31:50.	-1.165497E-1	-4.707624E+0
9/18/2019  16:31:50.	-1.226696E-1	-4.709557E+0
9/18/2019  16:31:50.	-1.218644E-1	-4.710040E+0
9/18/2019  16:31:50.	-1.233138E-1	-4.708913E+0
9/18/2019  16:31:50.	-1.244411E-1	-4.709074E+0
9/18/2019  16:31:50.	-1.228307E-1	-4.701988E+0
9/18/2019  16:31:50.	-1.231528E-1	-4.702954E+0
9/18/2019  16:31:50.	-1.220254E-1	-4.691841E+0
9/18/2019  16:31:50.	-1.220254E-1	-4.692646E+0
9/18/2019  16:31:50.	-1.226696E-1	-4.684272E+0
9/18/2019  16:31:50.	-1.237969E-1	-4.674770E+0
9/18/2019  16:31:50.	-1.210591E-1	-4.666556E+0
9/18/2019  16:31:50.	-1.208981E-1	-4.656409E+0
9/18/2019  16:31:50.	-1.215423E-1	-4.648035E+0
9/18/2019  16:31:50.	-1.220254E-1	-4.638210E+0
9/18/2019  16:31:50.	-1.043100E-1	-4.621139E+0
9/18/2019  16:31:50.	-1.228307E-1	-4.610509E+0
9/18/2019  16:31:50.	-1.204149E-1	-4.593115E+0
9/18/2019  16:31:50.	-1.228307E-1	-4.573628E+0
9/18/2019  16:31:50.	-1.228307E-1	-4.565092E+0
9/18/2019  16:31:50.	-1.186434E-1	-4.548182E+0
9/18/2019  16:31:50.	-1.234749E-1	-4.528533E+0
9/18/2019  16:31:50.	-1.194486E-1	-4.501476E+0
9/18/2019  16:31:50.	-1.176771E-1	-4.484727E+0
9/18/2019  16:31:50.	-1.192876E-1	-4.467011E+0
9/18/2019  16:31:50.	-1.184823E-1	-4.441081E+0
9/18/2019  16:31:50.	-1.186434E-1	-4.423687E+0
9/18/2019  16:31:50.	-1.151003E-1	-4.394859E+0
9/18/2019  16:31:50.	-1.181602E-1	-4.367963E+0
9/18/2019  16:31:50.	-1.167108E-1	-4.351536E+0
9/18/2019  16:31:50.	-1.146171E-1	-4.323835E+0
9/18/2019  16:31:50.	-1.170329E-1	-4.295006E+0
9/18/2019  16:31:50.	-1.128456E-1	-4.261507E+0
9/18/2019  16:31:50.	-1.142950E-1	-4.231551E+0
9/18/2019  16:31:50.	-1.120403E-1	-4.206910E+0
9/18/2019  16:31:50.	-1.128456E-1	-4.171479E+0
9/18/2019  16:31:50.	-1.149392E-1	-4.143456E+0
9/18/2019  16:31:50.	-1.057594E-1	-4.107219E+0
9/18/2019  16:31:50.	-1.115572E-1	-4.071787E+0
9/18/2019  16:31:50.	-1.075310E-1	-4.036839E+0
9/18/2019  16:31:50.	-1.078531E-1	-4.000280E+0
9/18/2019  16:31:50.	-1.057594E-1	-3.965815E+0
9/18/2019  16:31:50.	-1.060815E-1	-3.929900E+0
9/18/2019  16:31:50.	-1.055984E-1	-3.895113E+0
9/18/2019  16:31:50.	-1.044710E-1	-3.851790E+0
9/18/2019  16:31:50.	-1.046321E-1	-3.816036E+0
9/18/2019  16:31:50.	-1.023774E-1	-3.771425E+0
9/18/2019  16:31:50.	-1.004448E-1	-3.729390E+0
9/18/2019  16:31:50.	-9.899534E-2	-3.685101E+0
9/18/2019  16:31:50.	-9.513015E-2	-3.649992E+0
9/18/2019  16:31:50.	-9.883429E-2	-3.598616E+0
9/18/2019  16:31:50.	-9.529120E-2	-3.553199E+0
9/18/2019  16:31:50.	-9.577435E-2	-3.510038E+0
9/18/2019  16:31:50.	-9.464700E-2	-3.465426E+0
9/18/2019  16:31:50.	-9.368071E-2	-3.413407E+0
9/18/2019  16:31:50.	-9.013762E-2	-3.372016E+0
9/18/2019  16:31:50.	-9.029867E-2	-3.321124E+0
9/18/2019  16:31:50.	-9.174811E-2	-3.269910E+0
9/18/2019  16:31:50.	-8.675558E-2	-3.229164E+0
9/18/2019  16:31:50.	-8.417879E-2	-3.177144E+0
9/18/2019  16:31:50.	-8.917132E-2	-3.126413E+0
9/18/2019  16:31:50.	-8.224620E-2	-3.075682E+0
9/18/2019  16:31:50.	-8.514509E-2	-3.016415E+0
9/18/2019  16:31:50.	-8.047465E-2	-2.966973E+0
9/18/2019  16:31:50.	-8.224620E-2	-2.915436E+0
9/18/2019  16:31:50.	-7.821996E-2	-2.857458E+0
9/18/2019  16:31:50.	-7.532107E-2	-2.808176E+0
9/18/2019  16:31:50.	-7.451582E-2	-2.751487E+0
9/18/2019  16:31:50.	-7.725366E-2	-2.693669E+0
9/18/2019  16:31:50.	-6.936224E-2	-2.635530E+0
9/18/2019  16:31:50.	-6.823489E-2	-2.579323E+0
9/18/2019  16:31:50.	-6.920119E-2	-2.521989E+0
9/18/2019  16:31:50.	-6.904014E-2	-2.462884E+0
9/18/2019  16:31:50.	-6.436971E-2	-2.406033E+0
9/18/2019  16:31:50.	-6.598020E-2	-2.341774E+0
9/18/2019  16:31:50.	-6.420866E-2	-2.286856E+0
9/18/2019  16:31:50.	-6.163187E-2	-2.222597E+0
9/18/2019  16:31:50.	-6.082662E-2	-2.166712E+0
9/18/2019  16:31:50.	-5.824983E-2	-2.104547E+0
9/18/2019  16:31:50.	-5.921613E-2	-2.040610E+0
9/18/2019  16:31:50.	-5.518989E-2	-1.979250E+0
9/18/2019  16:31:50.	-5.293520E-2	-1.916601E+0
9/18/2019  16:31:50.	-5.535094E-2	-1.853470E+0
9/18/2019  16:31:50.	-5.277415E-2	-1.793237E+0
9/18/2019  16:31:50.	-5.051946E-2	-1.731555E+0
9/18/2019  16:31:50.	-4.890896E-2	-1.669712E+0
9/18/2019  16:31:50.	-4.971421E-2	-1.602393E+0
9/18/2019  16:31:50.	-4.375538E-2	-1.542321E+0
9/18/2019  16:31:50.	-4.327223E-2	-1.473553E+0
9/18/2019  16:31:50.	-4.504378E-2	-1.408328E+0
9/18/2019  16:31:50.	-4.085649E-2	-1.346324E+0
9/18/2019  16:31:50.	-3.779655E-2	-1.279005E+0
9/18/2019  16:31:50.	-3.956810E-2	-1.212814E+0
9/18/2019  16:31:50.	-3.393137E-2	-1.147911E+0
9/18/2019  16:31:50.	-3.489766E-2	-1.074472E+0
9/18/2019  16:31:50.	-3.505871E-2	-1.013434E+0
9/18/2019  16:31:50.	-3.296507E-2	-9.440219E-1
9/18/2019  16:31:50.	-3.215982E-2	-8.804073E-1
9/18/2019  16:31:50.	-3.071038E-2	-8.095455E-1
9/18/2019  16:31:50.	-2.732834E-2	-7.457699E-1
9/18/2019  16:31:50.	-2.765044E-2	-6.760355E-1
9/18/2019  16:31:50.	-2.684519E-2	-6.096831E-1
9/18/2019  16:31:50.	-2.523470E-2	-5.409150E-1
9/18/2019  16:31:50.	-2.169161E-2	-4.735963E-1
9/18/2019  16:31:50.	-2.362420E-2	-4.040230E-1
9/18/2019  16:31:50.	-1.750432E-2	-3.363822E-1
